subject_subgraph,object_subgraph,count,subject_subgraph_label,object_subgraph_label
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q13442814>,20365813,scholarly article,scholarly article
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q5>,1827334,human,human
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q5>,1813697,scholarly article,human
<http://www.wikidata.org/entity/Q8054>,<http://www.wikidata.org/entity/Q7187>,938852,protein,gene
<http://www.wikidata.org/entity/Q7187>,<http://www.wikidata.org/entity/Q8054>,937518,gene,protein
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q16521>,484226,taxon,taxon
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q101352>,320973,human,family name
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q6999>,304803,astronomical object,astronomical object
<http://www.wikidata.org/entity/Q7187>,<http://www.wikidata.org/entity/Q7187>,240281,gene,gene
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q5>,225968,film,human
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q11173>,173923,scholarly article,chemical compound
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q16521>,156464,Wikimedia category,taxon
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q4167836>,156425,taxon,Wikimedia category
<http://www.wikidata.org/entity/Q482994>,<http://www.wikidata.org/entity/Q482994>,144951,album,album
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q101352>,131596,Wikimedia disambiguation page,family name
<http://www.wikidata.org/entity/Q49008>,<http://www.wikidata.org/entity/Q49008>,127503,prime number,prime number
<http://www.wikidata.org/entity/Q101352>,<http://www.wikidata.org/entity/Q4167410>,127076,family name,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q59199015>,99653,scholarly article,group of stereoisomers
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q4164871>,95726,human,position
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q8054>,91295,scholarly article,protein
<http://www.wikidata.org/entity/Q19389637>,<http://www.wikidata.org/entity/Q5>,90477,biographical article,human
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q4167836>,83170,Wikimedia category,Wikimedia category
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q16521>,81349,scholarly article,taxon
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q5>,66619,painting,human
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q5>,65301,encyclopedia article,human
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q4022>,64823,river,river
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q5>,48090,Wikimedia category,human
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q5>,47583,literary work,human
<http://www.wikidata.org/entity/Q19389637>,<http://www.wikidata.org/entity/Q19389637>,47116,biographical article,biographical article
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q21014462>,44442,scholarly article,cell line
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q4167836>,44285,human,Wikimedia category
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q4167836>,38786,Wikimedia list article,Wikimedia category
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q13406463>,38502,Wikimedia category,Wikimedia list article
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q5>,38177,"version, edition, or translation",human
<http://www.wikidata.org/entity/Q27020041>,<http://www.wikidata.org/entity/Q27020041>,36441,sports season,sports season
<http://www.wikidata.org/entity/Q101352>,<http://www.wikidata.org/entity/Q101352>,36385,family name,family name
<http://www.wikidata.org/entity/Q11173>,<http://www.wikidata.org/entity/Q16521>,35153,chemical compound,taxon
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q13433827>,34065,encyclopedia article,encyclopedia article
<http://www.wikidata.org/entity/Q482994>,<http://www.wikidata.org/entity/Q5>,30085,album,human
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q532>,26398,human,village
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q79007>,26079,street,street
<http://www.wikidata.org/entity/Q59199015>,<http://www.wikidata.org/entity/Q16521>,25787,group of stereoisomers,taxon
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q486972>,24349,human,human settlement
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q4167410>,21017,Wikimedia disambiguation page,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q4830453>,19511,business,business
<http://www.wikidata.org/entity/Q21014462>,<http://www.wikidata.org/entity/Q13442814>,19405,cell line,scholarly article
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q5>,18069,street,human
<http://www.wikidata.org/entity/Q21014462>,<http://www.wikidata.org/entity/Q21014462>,16910,cell line,cell line
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q5>,16296,business,human
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q3331189>,15931,"version, edition, or translation","version, edition, or translation"
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q3305213>,15649,human,painting
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q532>,13331,church building,village
<http://www.wikidata.org/entity/Q11060274>,<http://www.wikidata.org/entity/Q5>,13097,print,human
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q4830453>,12753,human,business
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q4167836>,12487,church building,Wikimedia category
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q7725634>,11831,human,literary work
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q13406463>,11828,Wikimedia list article,Wikimedia list article
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q3331189>,11510,literary work,"version, edition, or translation"
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q7725634>,11477,literary work,literary work
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q4167410>,11437,human,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q16970>,10759,Wikimedia category,church building
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q7725634>,8330,"version, edition, or translation",literary work
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q79007>,7837,house,street
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q79007>,7473,building,street
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q4167836>,7425,human settlement,Wikimedia category
<http://www.wikidata.org/entity/Q4164871>,<http://www.wikidata.org/entity/Q4167836>,7250,position,Wikimedia category
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q532>,7021,building,village
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q4164871>,7017,Wikimedia category,position
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q532>,6852,house,village
<http://www.wikidata.org/entity/Q27020041>,<http://www.wikidata.org/entity/Q4167836>,6813,sports season,Wikimedia category
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q27020041>,6786,Wikimedia category,sports season
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q5>,6708,building,human
<http://www.wikidata.org/entity/Q27020041>,<http://www.wikidata.org/entity/Q5>,6700,sports season,human
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q3305213>,6674,painting,painting
<http://www.wikidata.org/entity/Q47150325>,<http://www.wikidata.org/entity/Q4167836>,6455,calendar day of a given year,Wikimedia category
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q47150325>,6455,Wikimedia category,calendar day of a given year
<http://www.wikidata.org/entity/Q4164871>,<http://www.wikidata.org/entity/Q5>,6363,position,human
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q482994>,6330,Wikimedia disambiguation page,album
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q5084>,6317,human,hamlet
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q5>,6307,church building,human
<http://www.wikidata.org/entity/Q30612>,<http://www.wikidata.org/entity/Q13442814>,6235,clinical trial,scholarly article
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q4022>,6153,lake,river
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q532>,6058,architectural structure,village
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q11424>,5908,human,film
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q11424>,5886,film,film
<http://www.wikidata.org/entity/Q8054>,<http://www.wikidata.org/entity/Q8054>,5742,protein,protein
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q27020041>,5376,human,sports season
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q4830453>,5266,Wikimedia category,business
<http://www.wikidata.org/entity/Q2668072>,<http://www.wikidata.org/entity/Q2668072>,5246,collection,collection
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q4167836>,5147,business,Wikimedia category
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q5>,5096,astronomical object,human
<http://www.wikidata.org/entity/Q482994>,<http://www.wikidata.org/entity/Q4167410>,4934,album,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q13406463>,4833,church building,Wikimedia list article
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q486972>,4740,Wikimedia category,human settlement
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q4167836>,4683,village,Wikimedia category
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q79007>,4681,church building,street
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q13442814>,4321,literary work,scholarly article
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q23397>,4243,river,lake
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q16970>,4169,human,church building
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q7725634>,4118,scholarly article,literary work
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q486972>,4101,human settlement,human settlement
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q4167836>,3952,river,Wikimedia category
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q532>,3908,Wikimedia category,village
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q4022>,3627,Wikimedia category,river
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q13442814>,3562,human,scholarly article
<http://www.wikidata.org/entity/Q4164871>,<http://www.wikidata.org/entity/Q4164871>,3384,position,position
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q532>,3318,village,village
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q47521>,3218,river,stream
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q486972>,3080,church building,human settlement
<http://www.wikidata.org/entity/Q8054>,<http://www.wikidata.org/entity/Q13442814>,2959,protein,scholarly article
<http://www.wikidata.org/entity/Q9842>,<http://www.wikidata.org/entity/Q532>,2792,primary school,village
<http://www.wikidata.org/entity/Q47521>,<http://www.wikidata.org/entity/Q4022>,2685,stream,river
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q13442814>,2675,"version, edition, or translation",scholarly article
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q5>,2673,Wikimedia disambiguation page,human
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q3331189>,2609,human,"version, edition, or translation"
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q41176>,2602,human,building
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q5>,2591,taxon,human
<http://www.wikidata.org/entity/Q11173>,<http://www.wikidata.org/entity/Q11173>,2584,chemical compound,chemical compound
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q7725634>,2583,film,literary work
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q16521>,2525,encyclopedia article,taxon
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q5>,2491,house,human
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q355304>,2370,river,watercourse
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q4167836>,2368,mountain,Wikimedia category
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q11266439>,2363,Wikimedia template,Wikimedia template
<http://www.wikidata.org/entity/Q4164871>,<http://www.wikidata.org/entity/Q13406463>,2339,position,Wikimedia list article
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q8502>,2300,mountain,mountain
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q16970>,2261,painting,church building
<http://www.wikidata.org/entity/Q355304>,<http://www.wikidata.org/entity/Q4022>,2244,watercourse,river
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q11424>,2236,literary work,film
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q5>,2151,Wikimedia list article,human
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q19389637>,2140,encyclopedia article,biographical article
<http://www.wikidata.org/entity/Q30612>,<http://www.wikidata.org/entity/Q11173>,2136,clinical trial,chemical compound
<http://www.wikidata.org/entity/Q47521>,<http://www.wikidata.org/entity/Q47521>,2124,stream,stream
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q8502>,2089,Wikimedia category,mountain
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q4167836>,2047,astronomical object,Wikimedia category
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q6999>,2037,Wikimedia category,astronomical object
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q3331189>,2011,scholarly article,"version, edition, or translation"
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q5>,2008,architectural structure,human
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q13406463>,1947,house,Wikimedia list article
<http://www.wikidata.org/entity/Q9842>,<http://www.wikidata.org/entity/Q9842>,1936,primary school,primary school
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q13406463>,1832,building,Wikimedia list article
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q13406463>,1815,human settlement,Wikimedia list article
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q4167410>,1787,film,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q13406463>,1776,architectural structure,Wikimedia list article
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q4167836>,1739,island,Wikimedia category
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q13406463>,1719,human,Wikimedia list article
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q4167410>,1702,Wikimedia category,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q532>,1638,street,village
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q56436498>,1619,human,village in India
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q4167836>,1592,Wikimedia disambiguation page,Wikimedia category
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q4164871>,1582,Wikimedia list article,position
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q4830453>,1473,film,business
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q79007>,1466,human,street
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q23442>,1439,human,island
<http://www.wikidata.org/entity/Q8054>,<http://www.wikidata.org/entity/Q11173>,1374,protein,chemical compound
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q4022>,1301,encyclopedia article,river
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q16970>,1293,church building,church building
<http://www.wikidata.org/entity/Q19389637>,<http://www.wikidata.org/entity/Q13433827>,1279,biographical article,encyclopedia article
<http://www.wikidata.org/entity/Q9842>,<http://www.wikidata.org/entity/Q4167836>,1278,primary school,Wikimedia category
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q482994>,1274,film,album
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q9842>,1242,Wikimedia category,primary school
<http://www.wikidata.org/entity/Q18593264>,<http://www.wikidata.org/entity/Q2668072>,1214,item of collection or exhibition,collection
<http://www.wikidata.org/entity/Q355304>,<http://www.wikidata.org/entity/Q355304>,1211,watercourse,watercourse
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q4167410>,1181,scholarly article,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q16521>,1165,painting,taxon
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q23442>,1111,Wikimedia category,island
<http://www.wikidata.org/entity/Q2668072>,<http://www.wikidata.org/entity/Q5>,1087,collection,human
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q19389637>,1086,human,biographical article
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q486972>,1072,business,human settlement
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q4167836>,1071,building,Wikimedia category
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q486972>,1045,street,human settlement
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q9842>,1020,human,primary school
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q3947>,1003,human,house
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q482994>,989,human,album
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q41176>,955,building,building
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q23397>,948,lake,lake
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q4830453>,938,building,business
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q7187>,930,scholarly article,gene
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q4167410>,924,human settlement,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q6999>,918,scholarly article,astronomical object
<http://www.wikidata.org/entity/Q30612>,<http://www.wikidata.org/entity/Q5>,880,clinical trial,human
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q4167410>,864,village,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q482994>,<http://www.wikidata.org/entity/Q11424>,856,album,film
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q811979>,853,human,architectural structure
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q11266439>,850,human,Wikimedia template
<http://www.wikidata.org/entity/Q101352>,<http://www.wikidata.org/entity/Q4167836>,847,family name,Wikimedia category
<http://www.wikidata.org/entity/Q9842>,<http://www.wikidata.org/entity/Q486972>,843,primary school,human settlement
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q101352>,841,Wikimedia category,family name
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q4167410>,829,encyclopedia article,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q532>,826,human settlement,village
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q5>,825,Wikimedia template,human
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q4167836>,823,street,Wikimedia category
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q41176>,822,Wikimedia category,building
<http://www.wikidata.org/entity/Q11173>,<http://www.wikidata.org/entity/Q8054>,820,chemical compound,protein
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q79007>,803,Wikimedia category,street
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q486972>,800,village,human settlement
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q79007>,780,architectural structure,street
<http://www.wikidata.org/entity/Q5084>,<http://www.wikidata.org/entity/Q532>,762,hamlet,village
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q16521>,739,human,taxon
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q4167836>,730,literary work,Wikimedia category
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q5>,728,mountain,human
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q7725634>,719,Wikimedia category,literary work
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q486972>,717,building,human settlement
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q2668072>,706,human,collection
<http://www.wikidata.org/entity/Q21014462>,<http://www.wikidata.org/entity/Q16521>,706,cell line,taxon
<http://www.wikidata.org/entity/Q30612>,<http://www.wikidata.org/entity/Q4830453>,701,clinical trial,business
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q5>,696,human settlement,human
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q13406463>,694,village,Wikimedia list article
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q486972>,690,encyclopedia article,human settlement
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q532>,688,business,village
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q3947>,681,house,house
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q23442>,672,island,island
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q8502>,663,river,mountain
<http://www.wikidata.org/entity/Q5084>,<http://www.wikidata.org/entity/Q4167836>,654,hamlet,Wikimedia category
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q8502>,648,human,mountain
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q4167410>,637,literary work,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q9842>,<http://www.wikidata.org/entity/Q5>,630,primary school,human
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q532>,626,scholarly article,village
<http://www.wikidata.org/entity/Q17633526>,<http://www.wikidata.org/entity/Q17633526>,604,Wikinews article,Wikinews article
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q4022>,604,human,river
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q5084>,592,church building,hamlet
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q5084>,579,Wikimedia category,hamlet
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q16970>,575,literary work,church building
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q486972>,575,house,human settlement
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q13100073>,574,human settlement,village-level division in China
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q16521>,573,street,taxon
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q4830453>,564,"version, edition, or translation",business
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q532>,538,encyclopedia article,village
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q4022>,525,human settlement,river
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q4167410>,523,river,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q23442>,514,human settlement,island
<http://www.wikidata.org/entity/Q18593264>,<http://www.wikidata.org/entity/Q5>,502,item of collection or exhibition,human
<http://www.wikidata.org/entity/Q5084>,<http://www.wikidata.org/entity/Q4167410>,493,hamlet,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q4022>,488,village,river
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q4167836>,484,architectural structure,Wikimedia category
<http://www.wikidata.org/entity/Q17633526>,<http://www.wikidata.org/entity/Q5>,461,Wikinews article,human
<http://www.wikidata.org/entity/Q482994>,<http://www.wikidata.org/entity/Q4830453>,460,album,business
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q4830453>,452,literary work,business
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q23442>,449,mountain,island
<http://www.wikidata.org/entity/Q56436498>,<http://www.wikidata.org/entity/Q56436498>,447,village in India,village in India
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q4167410>,446,business,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q47521>,<http://www.wikidata.org/entity/Q23397>,431,stream,lake
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q8502>,430,island,mountain
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q811979>,420,Wikimedia category,architectural structure
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q23442>,409,church building,island
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q23442>,406,encyclopedia article,island
<http://www.wikidata.org/entity/Q11173>,<http://www.wikidata.org/entity/Q59199015>,403,chemical compound,group of stereoisomers
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q4167836>,385,lake,Wikimedia category
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q11424>,383,Wikimedia disambiguation page,film
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q11266439>,375,Wikimedia category,Wikimedia template
<http://www.wikidata.org/entity/Q18593264>,<http://www.wikidata.org/entity/Q18593264>,375,item of collection or exhibition,item of collection or exhibition
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q13442814>,368,taxon,scholarly article
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q3331189>,367,encyclopedia article,"version, edition, or translation"
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q41176>,367,business,building
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q355304>,365,lake,watercourse
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q811979>,360,architectural structure,architectural structure
